first_name,last_name,gender,past_3_years_bike_related_purchases,dob,age,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,rank,Value
Parnell,Lamprey,Male,23,4/8/1977,43.4,Engineer III,Financial Services,High Net Worth,N,No,12,7353 Mallard Junction,2165,NSW,Australia,6,320,1.013
Carita,Sand,Female,25,3/20/1977,43.45,Quality Engineer,Retail,Mass Customer,N,No,16,846 Loftsgordon Crossing,2154,NSW,Australia,11,406,0.891
Artemis,Swanson,Male,77,2/12/1977,43.55,Web Designer II,Argiculture,Mass Customer,N,Yes,13,5 Melvin Park,3810,VIC,Australia,5,353,0.417
Matias,Melloi,Male,61,2/3/1977,43.58,Legal Assistant,Retail,Affluent Customer,N,No,11,1507 Schlimgen Trail,2155,NSW,Australia,10,396,0.9
Manny,Mandy,Male,36,1/28/1977,43.59,Account Representative III,Argiculture,Mass Customer,N,No,16,6 Union Center,4280,QLD,Australia,7,429,0.584
Melba,Spellacy,Female,38,12/9/1976,43.73,VP Marketing,Health,Mass Customer,N,No,4,0591 Anzinger Circle,2232,NSW,Australia,10,9,1.594
Liane,Abelevitz,Female,26,11/25/1976,43.77,Operator,n/a,Mass Customer,N,No,3,85340 Hovde Way,3153,VIC,Australia,7,372,0.4505
Bastien,Ibbeson,Male,53,11/4/1976,43.83,Software Consultant,IT,Mass Customer,N,No,12,43094 Kedzie Pass,2487,NSW,Australia,5,380,0.935
Israel,Brough,Male,29,10/29/1976,43.84,,n/a,Mass Customer,N,Yes,8,43863 Victoria Lane,2281,NSW,Australia,7,454,0.7225
Rutledge,Hallt,Male,23,10/6/1976,43.91,Compensation Analyst,Financial Services,Mass Customer,N,No,8,7 Nevada Crossing,2620,NSW,Australia,7,5,1.672
Laurel,Devennie,Female,78,9/25/1976,43.94,VP Product Management,Manufacturing,Affluent Customer,N,No,13,069 Hoard Pass,4352,QLD,Australia,5,437,0.825
Clevey,Aisthorpe,Male,27,9/20/1976,43.95,Software Consultant,n/a,Mass Customer,N,Yes,8,0 Veith Way,2009,NSW,Australia,9,427,0.8585
Heloise,Fairpool,Female,17,9/7/1976,43.99,Information Systems Manager,Manufacturing,High Net Worth,N,No,17,005 Loeprich Way,4680,QLD,Australia,3,407,0.893
Benoit,Harniman,Male,31,8/27/1976,44.02,Research Assistant II,Telecommunications,Affluent Customer,N,No,9,1582 Bashford Drive,4018,QLD,Australia,7,173,1.138
Theresa,Cowper,Female,99,8/24/1976,44.02,Accountant III,Manufacturing,Mass Customer,N,No,3,88 Mifflin Pass,2529,NSW,Australia,10,247,1.06
Shepherd,Dutchburn,Male,33,8/12/1976,44.06,Senior Sales Associate,Financial Services,High Net Worth,N,Yes,9,8970 Anhalt Junction,2160,NSW,Australia,9,451,0.797
Kizzee,Agget,Female,98,7/25/1976,44.11,Statistician II,Manufacturing,Affluent Customer,N,No,8,122 Marcy Park,2213,NSW,Australia,10,391,0.478
Damian,Renard,Male,43,7/19/1976,44.12,Software Consultant,Retail,Affluent Customer,N,No,8,28 Prentice Trail,2155,NSW,Australia,10,459,0.656
Cecil,Gant,Male,52,7/16/1976,44.13,,n/a,High Net Worth,N,Yes,9,22435 Barnett Court,2145,NSW,Australia,8,462,0.7055
Giana,Staresmeare,Female,96,4/20/1976,44.37,Account Representative IV,Retail,Affluent Customer,N,Yes,9,8737 Scoville Center,2770,NSW,Australia,7,270,1.038
Robert,Corkill,Male,55,3/12/1976,44.48,Clinical Specialist,Health,Mass Customer,N,No,4,5612 Toban Point,2227,NSW,Australia,10,130,1.175
Lincoln,Boler,Male,53,1/24/1976,44.61,Chief Design Engineer,n/a,Affluent Customer,N,No,14,5 Summer Ridge Court,3207,VIC,Australia,8,333,0.99609375
Otis,,Male,59,1/11/1971,,Electrical Engineer,Manufacturing,Affluent Customer,N,No,12,04 Oakridge Plaza,2075,NSW,Australia,11,358,0.98
Tamas,Swatman,U,65,,,Assistant Media Planner,Entertainment,Affluent Customer,N,No,5,78 Clarendon Drive,4551,QLD,Australia,8,358,0.98
Reiko,Degenhardt,Female,83,1/16/1976,44.63,Financial Analyst,Financial Services,High Net Worth,N,Yes,5,50897 Northfield Road,4280,QLD,Australia,6,452,0.816
Tracy,Andrejevic,U,71,,,Programmer II,IT,Mass Customer,N,Yes,11,5675 Burning Wood Trail,3030,VIC,Australia,7,361,0.9775
Welby,Lourenco,Male,6,12/27/1975,44.68,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,17,801 Atwood Alley,2138,NSW,Australia,9,107,1.234
Marilin,Frome,Female,58,12/22/1975,44.7,Account Executive,IT,Mass Customer,N,Yes,17,52 Bobwhite Court,2219,NSW,Australia,9,401,0.91
Roldan,Raybould,Male,27,11/18/1975,44.79,Actuary,Financial Services,Mass Customer,N,No,11,85 Badeau Pass,3158,VIC,Australia,8,460,0.688
Leisha,McConway,Female,3,10/31/1975,44.84,Payment Adjustment Coordinator,Financial Services,Mass Customer,N,Yes,13,95 Del Mar Court,3175,VIC,Australia,8,470,0.74
Alexina,Mabley,Female,72,10/12/1975,44.89,Web Designer IV,Manufacturing,Mass Customer,N,Yes,10,9 Rieder Junction,2573,NSW,Australia,9,428,0.875
Micheil,Fleote,Male,48,9/20/1975,44.95,Civil Engineer,Manufacturing,High Net Worth,N,No,16,174 Lotheville Crossing,2093,NSW,Australia,9,472,0.66
Aleece,Feige,Female,49,9/16/1975,44.96,,Manufacturing,Mass Customer,N,No,18,2030 Anderson Lane,2141,NSW,Australia,10,415,0.5
Ian,Rabat,Male,54,8/4/1975,45.08,Web Designer I,Financial Services,Affluent Customer,N,No,11,3 Loeprich Point,3204,VIC,Australia,11,371,0.967
Sonia,Dunstall,Female,0,7/30/1975,45.1,Accountant III,Financial Services,Mass Customer,N,No,10,99 Park Meadow Hill,2570,NSW,Australia,9,392,0.442
Miran,Runchman,Female,47,7/9/1975,45.15,Nurse,Retail,Mass Customer,N,No,17,6634 Old Gate Parkway,4304,QLD,Australia,3,465,0.68
Bevvy,Openshaw,Female,68,6/15/1975,45.22,Staff Scientist,n/a,Affluent Customer,N,Yes,10,902 Westend Lane,2318,NSW,Australia,3,431,0.875
Arleen,Casbolt,Female,48,5/10/1975,45.32,Senior Quality Engineer,Financial Services,Affluent Customer,N,Yes,13,41042 Lotheville Crossing,4817,QLD,Australia,1,24,1.448
Kylynn,Drowsfield,Female,80,3/28/1975,45.43,Editor,n/a,High Net Worth,N,Yes,7,5 Trailsway Avenue,3059,VIC,Australia,9,326,0.99609375
Agneta,McAmish,U,66,,,Structural Analysis Engineer,IT,Mass Customer,N,No,15,5773 Acker Way,4207,QLD,Australia,6,375,0.96
Keriann,Newham,Female,71,3/26/1975,45.44,Assistant Manager,Financial Services,Mass Customer,N,No,5,0193 Northland Street,4179,QLD,Australia,9,138,1.163
Peria,Rantoull,Female,3,3/13/1975,45.48,Financial Analyst,Financial Services,Mass Customer,N,No,4,8350 Moulton Terrace,4500,QLD,Australia,4,81,1.263
Sunny,Christescu,Female,90,3/12/1975,45.48,Cost Accountant,Financial Services,Mass Customer,N,No,11,6668 Blue Bill Park Plaza,2209,NSW,Australia,10,214,1.075
Ricki,Dobrowski,Male,13,3/10/1975,45.48,Civil Engineer,Manufacturing,Mass Customer,N,Yes,9,8 Eggendart Pass,2835,NSW,Australia,1,88,1.25
Jammie,Seldner,Female,42,2/25/1975,45.52,Human Resources Manager,Health,Mass Customer,N,Yes,15,8 Saint Paul Junction,2066,NSW,Australia,10,400,0.44
Jobie,Runacres,Female,96,1/8/1975,45.65,Developer IV,n/a,Mass Customer,N,Yes,18,24960 Shopko Crossing,2528,NSW,Australia,7,408,0.9125
Ethelred,Sissel,Male,83,12/25/1974,45.69,Programmer Analyst IV,Health,High Net Worth,N,No,18,65 Rutledge Parkway,2539,NSW,Australia,8,472,0.786
Kipper,Circuit,Male,23,12/12/1974,45.73,Research Assistant IV,Argiculture,Mass Customer,N,Yes,4,3867 Barby Hill,2140,NSW,Australia,8,410,0.91
Dorian,Rustman,Male,78,12/9/1974,45.73,Junior Executive,Manufacturing,Mass Customer,N,No,18,6156 Summit Center,4352,QLD,Australia,7,140,1.158
Deana,Canton,Female,67,11/25/1974,45.77,,Property,Mass Customer,N,Yes,14,92 Ludington Street,4301,QLD,Australia,3,422,0.8925
Hasheem,Groucock,Male,98,9/17/1974,45.96,Budget/Accounting Analyst IV,Manufacturing,High Net Worth,N,Yes,10,12351 Spenser Pass,2034,NSW,Australia,12,41,1.35
Brynna,Tivers,Female,81,8/9/1974,46.07,Recruiting Manager,Financial Services,Mass Customer,N,No,6,0 Mayfield Parkway,4272,QLD,Australia,7,280,1.025
Rodolph,Denniss,Male,28,8/7/1974,46.07,Geologist III,Property,Affluent Customer,N,Yes,7,91281 Transport Center,3356,VIC,Australia,2,415,0.903
Randall,Mason,Male,95,7/28/1974,46.1,Product Engineer,Health,Mass Customer,N,Yes,12,83497 Memorial Plaza,2570,NSW,Australia,11,456,0.544
Rowan,Summerly,Male,4,7/5/1974,46.16,Librarian,Entertainment,Mass Customer,N,No,9,58231 Tomscot Plaza,2209,NSW,Australia,10,367,0.967
Jillane,Simion,Female,8,7/3/1974,46.17,VP Marketing,Manufacturing,High Net Worth,N,No,7,7 Caliangt Street,4209,QLD,Australia,3,484,0.688
Sada,Branton,Female,34,6/24/1974,46.19,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,14,9736 Mitchell Pass,3199,VIC,Australia,6,376,0.956
Glenda,Eliet,Female,87,6/17/1974,46.21,Quality Control Specialist,n/a,Mass Customer,N,No,12,1 Fordem Way,3844,VIC,Australia,7,489,0.64
Rosene,Beckey,Female,25,5/21/1974,46.29,Account Executive,Health,Mass Customer,N,Yes,14,02463 Portage Center,2107,NSW,Australia,11,482,0.598
Bryan,Jachtym,Male,59,5/15/1974,46.3,Automation Specialist I,Manufacturing,Mass Customer,N,Yes,15,56 Moland Crossing,3356,VIC,Australia,3,399,0.4
Ferdy,Hornung,Male,57,5/14/1974,46.31,Analog Circuit Design manager,Entertainment,High Net Worth,N,No,18,0686 Hallows Trail,4506,QLD,Australia,3,208,1.075
Harlin,Mazin,Male,34,3/25/1974,46.44,Computer Systems Analyst I,Manufacturing,Mass Customer,N,Yes,13,735 Westridge Road,2454,NSW,Australia,7,139,1.158
Sinclair,Wark,Male,68,2/21/1974,46.53,Financial Analyst,Financial Services,Mass Customer,N,Yes,11,44 Thompson Center,2134,NSW,Australia,9,492,0.659
Eachelle,Noirel,Female,93,1/26/1974,46.6,Registered Nurse,Health,Affluent Customer,N,Yes,11,80 Schiller Center,2292,NSW,Australia,6,488,0.612
Farra,Matyushkin,Female,18,1/24/1974,46.61,VP Quality Control,Manufacturing,High Net Worth,N,Yes,9,52761 Portage Crossing,3170,VIC,Australia,9,196,1.088
Renie,Laundon,Female,32,12/18/1973,46.71,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,8,1 Shelley Pass,4118,QLD,Australia,3,406,0.391
Katheryn,Kinner,Female,15,11/28/1973,46.76,Analyst Programmer,Entertainment,High Net Worth,N,No,6,1665 Kenwood Center,2518,NSW,Australia,6,44,1.338
Inglebert,Aspinal,Male,4,10/13/1973,46.89,Financial Analyst,Financial Services,Mass Customer,N,No,11,612 Annamark Center,2176,NSW,Australia,8,457,0.85
Brigg,Himsworth,Male,63,10/10/1973,46.9,,Telecommunications,Mass Customer,N,Yes,9,771 Union Crossing,4570,QLD,Australia,6,462,0.5355
Stephani,Sidsaff,Female,32,9/29/1973,46.93,Senior Quality Engineer,Financial Services,Mass Customer,N,Yes,6,00 Southridge Avenue,2036,NSW,Australia,11,494,0.64
Antonietta,Egle,Female,82,9/25/1973,46.94,Actuary,Financial Services,Mass Customer,N,No,7,590 Hagan Parkway,3805,VIC,Australia,7,219,1.063
Harvey,Dwelley,Male,70,8/30/1973,47.01,Help Desk Technician,Financial Services,Affluent Customer,N,No,18,59846 2nd Pass,2077,NSW,Australia,9,495,0.691
Isadora,Ducker,Female,15,8/25/1973,47.02,Account Executive,n/a,Affluent Customer,N,Yes,8,2972 Holy Cross Crossing,3153,VIC,Australia,5,380,0.945625
Ellie,Toope,Female,29,8/11/1973,47.06,Staff Accountant III,Property,High Net Worth,N,Yes,4,8734 Fulton Hill,2156,NSW,Australia,11,490,0.575
Marissa,O'Scandall,Female,17,7/13/1973,47.14,,n/a,Affluent Customer,N,Yes,7,45000 Randy Court,3199,VIC,Australia,7,497,0.74375
Lezlie,Clemits,Female,2,5/30/1973,47.26,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,15,0504 Nevada Drive,2155,NSW,Australia,10,452,0.489
Denny,Spleving,Female,84,5/13/1973,47.31,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,Yes,5,85420 Myrtle Road,2114,NSW,Australia,8,462,0.5
Becky,Lassen,Female,11,5/11/1973,47.31,Sales Associate,Financial Services,Mass Customer,N,Yes,7,41153 Pond Park,2251,NSW,Australia,8,488,0.584
Suzy,Bussens,Female,44,4/29/1973,47.35,,Financial Services,Mass Customer,N,No,13,25 Oneill Alley,4102,QLD,Australia,9,498,0.6875
Maris,Leete,Female,21,4/14/1973,47.39,Engineer IV,Retail,Mass Customer,N,No,7,06 Main Alley,4300,QLD,Australia,4,490,0.563
Elvira,Kurten,Female,65,3/18/1973,47.46,Assistant Professor,Financial Services,High Net Worth,N,No,12,65 Ridge Oak Court,2471,NSW,Australia,3,120,1.175
Carl,Troyes,Male,4,3/12/1973,47.48,Associate Professor,Property,Mass Customer,N,No,7,1217 Melody Alley,3109,VIC,Australia,10,503,0.612
Caitrin,Critten,Female,45,1/29/1973,47.59,Director of Sales,Manufacturing,Mass Customer,N,Yes,10,25 Lakeland Point,4113,QLD,Australia,7,496,0.77
Morganica,Ainsbury,Female,37,1/6/1973,47.66,Senior Editor,Entertainment,High Net Worth,N,Yes,9,1 Raven Way,2151,NSW,Australia,10,477,0.823
Sherill,,Female,33,12/18/1991,,Information Systems Manager,Financial Services,Mass Customer,N,No,3,53 Moulton Avenue,2880,NSW,Australia,1,420,0.91375
Cordi,Thornton,Female,47,1/4/1973,47.66,Structural Engineer,Telecommunications,Mass Customer,N,No,11,2978 Mccormick Center,2028,NSW,Australia,10,486,0.797
Nancie,Vian,Female,74,12/27/1972,47.68,Human Resources Assistant II,Retail,Mass Customer,N,Yes,10,85 Carioca Point,4814,QLD,Australia,5,6,1.656
Carry,Costi,Female,32,11/26/1972,47.77,Senior Developer,Property,Mass Customer,N,No,11,5316 Farwell Hill,2800,NSW,Australia,4,299,1
Yuma,Dennick,Male,40,11/10/1972,47.81,,Manufacturing,Mass Customer,N,Yes,6,89244 Macpherson Trail,2528,NSW,Australia,8,509,0.625
Bengt,Bilson,Male,26,11/2/1972,47.83,Structural Engineer,Manufacturing,High Net Worth,N,No,11,67 Grayhawk Circle,2232,NSW,Australia,10,58,1.297
Marylou,Kirkup,Female,51,10/31/1972,47.84,VP Product Management,n/a,Mass Customer,N,No,14,76733 Sunbrook Terrace,3196,VIC,Australia,9,33,1.375
Jaimie,Lancastle,Male,71,10/23/1972,47.86,VP Marketing,n/a,Mass Customer,N,Yes,5,0 Bay Drive,2750,NSW,Australia,8,512,0.6715
Marc,Keunemann,Male,57,9/4/1972,48,Dental Hygienist,Health,Affluent Customer,N,Yes,14,283 Golf View Lane,2747,NSW,Australia,8,509,0.68
Dory,Malpass,Female,19,8/27/1972,48.02,,n/a,Affluent Customer,N,Yes,13,3653 Steensland Road,4103,QLD,Australia,8,445,0.8925
Paquito,Atwood,Male,15,7/30/1972,48.1,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,9,2 Magdeline Street,3199,VIC,Australia,8,248,1.036
Genni,Fanstone,Female,25,7/29/1972,48.1,Administrative Assistant II,Entertainment,Mass Customer,N,No,16,1 Fair Oaks Alley,3149,VIC,Australia,10,454,0.882
Karney,Burstow,Male,51,7/2/1972,48.17,Design Engineer,Property,Mass Customer,N,Yes,6,4011 Prairieview Court,2031,NSW,Australia,12,482,0.525
Joline,Skipperbottom,Female,59,6/27/1972,48.19,Desktop Support Technician,n/a,High Net Worth,N,No,9,2 Warrior Crossing,2161,NSW,Australia,9,481,0.83
Thorn,Stigers,Male,42,5/19/1972,48.29,Business Systems Development Analyst,Financial Services,Mass Customer,N,No,19,6218 Delladonna Parkway,4115,QLD,Australia,8,455,0.89
Gregg,Aimeric,U,52,,,Internal Auditor,IT,Mass Customer,N,No,7,72423 Surrey Street,3753,VIC,Australia,5,433,0.90625
Melany,Ladewig,Female,76,5/17/1972,48.3,Research Associate,Financial Services,Mass Customer,N,Yes,10,3864 Sheridan Alley,4130,QLD,Australia,7,442,0.9
Duff,Karlowicz,Male,50,4/28/1972,48.35,Speech Pathologist,Manufacturing,Mass Customer,N,Yes,5,717 West Drive,2200,NSW,Australia,10,6,1.656
Sammy,Borsi,Female,99,4/27/1972,48.35,Accountant III,Financial Services,Mass Customer,N,No,5,0 Kipling Way,2289,NSW,Australia,7,489,0.823
Lyon,Brittan,Male,14,4/23/1972,48.36,Sales Representative,Retail,High Net Worth,N,No,19,540 Sachs Road,3153,VIC,Australia,8,60,1.288
Johna,Bunker,U,93,,,Tax Accountant,IT,Mass Customer,N,Yes,14,3686 Waubesa Way,3065,VIC,Australia,6,436,0.903125
Worthington,Ahmed,Male,79,3/24/1972,48.45,Senior Cost Accountant,Financial Services,High Net Worth,N,No,13,39408 Manufacturers Road,3335,VIC,Australia,3,492,0.813
Vincent,Jopke,Male,6,3/10/1972,48.48,Analog Circuit Design manager,Property,Affluent Customer,N,No,16,45788 Stang Plaza,3687,VIC,Australia,3,141,1.148
Theresina,,Female,30,3/1/1987,,General Manager,Argiculture,Mass Customer,N,Yes,14,253 Katie Junction,2650,NSW,Australia,2,441,0.901
Lark,Gonet,Female,89,1/17/1972,48.63,Database Administrator II,Health,High Net Worth,N,No,8,261 Orin Center,2763,NSW,Australia,8,211,1.063
Chanda,Mensler,Female,15,1/14/1972,48.64,Computer Systems Analyst IV,Manufacturing,Mass Customer,N,Yes,13,0 Mockingbird Plaza,2212,NSW,Australia,10,41,1.338
Jedediah,Kedie,Male,31,12/29/1971,48.68,Developer I,Argiculture,Mass Customer,N,Yes,9,283 Acker Drive,2763,NSW,Australia,9,33,1.368
Daisi,Tinwell,Female,84,12/24/1971,48.7,Business Systems Development Analyst,Financial Services,Mass Customer,N,No,11,19561 Express Street,2777,NSW,Australia,8,337,0.975
Reggie,Kernar,Female,26,11/28/1971,48.77,Senior Editor,Financial Services,High Net Worth,N,No,17,90 Northport Hill,2228,NSW,Australia,10,127,1.158
Kaela,Romaines,Female,41,11/27/1971,48.77,Geological Engineer,Manufacturing,High Net Worth,N,No,19,9193 Prairieview Drive,2155,NSW,Australia,10,208,1.063
Carr,Hopkynson,Male,64,10/18/1971,48.88,,Manufacturing,Affluent Customer,N,No,16,5990 Fairfield Pass,2318,NSW,Australia,6,500,0.525
Seymour,Fellibrand,Male,28,10/11/1971,48.9,Structural Analysis Engineer,n/a,Affluent Customer,N,Yes,18,96081 Lakewood Hill,4650,QLD,Australia,2,526,0.68
Verla,Dumingos,Female,26,9/18/1971,48.96,Design Engineer,Telecommunications,Mass Customer,N,Yes,10,6784 Spohn Alley,3021,VIC,Australia,8,230,1.049
Aldric,Birney,Male,21,8/19/1971,49.04,,Manufacturing,Mass Customer,N,Yes,14,5 Caliangt Center,2546,NSW,Australia,6,266,1.02265625
Sid,Carlone,Male,24,8/18/1971,49.05,Structural Engineer,Health,Affluent Customer,N,No,16,76 Sunnyside Avenue,4670,QLD,Australia,2,48,1.313
Andee,Huke,Female,91,6/28/1971,49.19,,Manufacturing,Mass Customer,N,No,9,4810 Kim Park,3858,VIC,Australia,2,486,0.839375
Laurena,,Female,21,7/31/1961,,VP Sales,n/a,High Net Worth,N,No,10,7 Messerschmidt Crossing,3810,VIC,Australia,6,455,0.8925
Tessa,Heakey,Female,43,5/31/1971,49.26,Senior Financial Analyst,Financial Services,Mass Customer,N,No,9,6233 Fulton Point,3337,VIC,Australia,6,521,0.584
Ellsworth,Andrieux,Male,49,4/26/1971,49.36,Senior Cost Accountant,Financial Services,Affluent Customer,N,Yes,10,08912 Carberry Place,4036,QLD,Australia,7,193,1.078
Cicily,Hast,Female,63,4/26/1971,49.36,Food Chemist,Health,Affluent Customer,N,Yes,8,955 Burning Wood Way,2478,NSW,Australia,3,485,0.468
Bernardine,Delmonti,Female,39,3/31/1971,49.43,,Property,Mass Customer,N,No,17,0721 Meadow Ridge Pass,2540,NSW,Australia,8,90,1.225
Phyllis,Wibberley,Female,7,1/10/1971,49.65,Web Designer IV,Retail,Affluent Customer,N,No,11,03 Bellgrove Avenue,2066,NSW,Australia,12,538,0.65
Pancho,Edis,Male,1,12/30/1970,49.68,Assistant Professor,n/a,Mass Customer,N,No,13,64467 Pankratz Pass,3023,VIC,Australia,7,506,0.51
Lela,Billing,Female,38,12/17/1970,49.71,Programmer Analyst III,n/a,Mass Customer,N,Yes,18,095 Glacier Hill Circle,2571,NSW,Australia,7,467,0.88984375
Padraig,Snel,Male,89,11/8/1970,49.82,Staff Accountant II,n/a,Mass Customer,N,No,19,12683 Mifflin Point,2114,NSW,Australia,7,82,1.2375
Averil,Ackery,Male,93,9/9/1970,49.99,Sales Representative,Retail,Mass Customer,N,Yes,7,344 Darwin Junction,2093,NSW,Australia,12,532,0.701
Rupert,Marrow,Male,73,8/8/1970,50.07,,Property,High Net Worth,N,No,19,2 7th Way,2760,NSW,Australia,8,245,1.030625
Jamison,Cashin,Male,70,5/19/1970,50.3,VP Product Management,Health,Mass Customer,N,Yes,5,7 Dunning Avenue,2477,NSW,Australia,8,525,0.763
Morly,Genery,Male,69,3/22/1970,50.45,Structural Engineer,Property,Mass Customer,N,No,16,14 Mccormick Park,2113,NSW,Australia,11,1,1.719
Allyson,Petchell,Female,16,3/19/1970,50.46,Human Resources Manager,Telecommunications,High Net Worth,N,No,10,98221 Pennsylvania Place,2170,NSW,Australia,8,130,1.15
Hallsy,Voysey,Male,83,3/11/1970,50.48,Business Systems Development Analyst,n/a,Mass Customer,N,No,16,9 Westerfield Point,3437,VIC,Australia,9,545,0.669375
Etan,Prinett,Male,97,1/21/1970,50.62,Operator,Argiculture,Mass Customer,N,Yes,10,9082 Waywood Avenue,2250,NSW,Australia,8,401,0.914
Gerri,Schimann,Female,81,11/17/1969,50.8,Desktop Support Technician,Property,Mass Customer,N,Yes,18,47 Kim Terrace,2566,NSW,Australia,8,203,1.063
Michal,Bryan,Female,1,11/9/1969,50.82,,Manufacturing,Mass Customer,N,Yes,16,4275 Bluestem Pass,4000,QLD,Australia,8,56,1.2875
Nicole,Ruckhard,Female,93,10/9/1969,50.9,Human Resources Manager,Health,Affluent Customer,N,Yes,17,23694 Leroy Place,4560,QLD,Australia,3,298,0.99
Laurie,,Male,31,7/28/1979,,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,15,94 Barby Lane,2210,NSW,Australia,10,475,0.881875
Frans,Idale,Male,1,10/3/1969,50.92,Nurse,Manufacturing,Mass Customer,N,No,10,96 Hermina Place,4350,QLD,Australia,2,543,0.604
Christie,Anders,Male,38,10/2/1969,50.92,VP Marketing,Retail,Mass Customer,N,No,16,48 Ludington Plaza,2153,NSW,Australia,10,88,1.225
Blondie,,Female,43,10/3/1995,,Actuary,Financial Services,High Net Worth,N,No,11,780 Norway Maple Hill,2565,NSW,Australia,8,478,0.88
Roman,Eastwood,Male,57,9/21/1969,50.95,Associate Professor,Manufacturing,Affluent Customer,N,Yes,16,8957 Anhalt Alley,3004,VIC,Australia,4,176,1.088
Shawna,Hinrichsen,Female,60,8/27/1969,51.02,Assistant Professor,Manufacturing,Affluent Customer,N,Yes,9,57343 Eagan Avenue,2326,NSW,Australia,2,103,1.182
Ermentrude,Heindle,Female,47,8/2/1969,51.09,GIS Technical Architect,Argiculture,Mass Customer,N,No,7,307 Knutson Center,2226,NSW,Australia,10,128,1.15
Teddy,Lagadu,Female,86,7/20/1969,51.13,Design Engineer,n/a,High Net Worth,N,No,6,2 Charing Cross Trail,2759,NSW,Australia,8,67,1.2625
Evonne,Bembridge,Female,9,7/6/1969,51.16,Recruiting Manager,Retail,Mass Customer,N,Yes,14,13272 Basil Avenue,3103,VIC,Australia,9,199,1.063
Agnella,Capener,Female,58,5/21/1969,51.29,Teacher,Health,High Net Worth,N,No,19,49185 Derek Circle,3977,VIC,Australia,6,86,1.225
Georgi,,Male,29,1/14/1970,,Assistant Manager,Manufacturing,High Net Worth,N,No,11,59 Garrison Terrace,3215,VIC,Australia,4,485,0.8755
Maximilien,Bourget,Male,12,4/29/1969,51.35,Geologist I,Financial Services,Mass Customer,N,Yes,6,2941 Loftsgordon Hill,3337,VIC,Australia,7,505,0.446
Calida,Schaben,Female,54,3/6/1969,51.5,Recruiting Manager,n/a,Mass Customer,N,Yes,10,1861 Chive Court,2199,NSW,Australia,9,557,0.669375
Lucien,,Male,83,9/14/1966,,,Financial Services,High Net Worth,N,Yes,19,777 Fairfield Court,4305,QLD,Australia,3,486,0.875
Agna,Cowpe,Female,88,3/5/1969,51.5,,Property,Mass Customer,N,Yes,7,2 Main Lane,4114,QLD,Australia,3,539,0.75703125
Archibald,Blessed,Male,61,2/10/1969,51.56,VP Sales,Financial Services,Mass Customer,N,Yes,18,7795 Memorial Drive,2016,NSW,Australia,11,92,1.219
Guenna,Filisov,Female,52,2/9/1969,51.57,Chemical Engineer,Manufacturing,High Net Worth,N,No,13,43 Stoughton Drive,2154,NSW,Australia,9,402,0.913
Don,Spratling,Male,82,1/5/1969,51.66,Associate Professor,Property,Affluent Customer,N,Yes,7,078 Erie Point,2760,NSW,Australia,10,510,0.44
Delcina,Hursey,Female,22,12/26/1968,51.69,,Financial Services,Mass Customer,N,Yes,7,804 Washington Point,4132,QLD,Australia,4,543,0.75
Teddie,Burchill,Male,11,12/21/1968,51.7,Programmer I,Manufacturing,Mass Customer,N,Yes,13,321 Raven Plaza,2161,NSW,Australia,9,10,1.516
Park,,Male,39,11/8/1977,,Nurse Practicioner,IT,Affluent Customer,N,No,14,07 Boyd Drive,4350,QLD,Australia,7,495,0.86328125
Celestina,Lethardy,Female,38,12/11/1968,51.73,Software Consultant,IT,Mass Customer,N,Yes,11,53 Memorial Street,3163,VIC,Australia,10,291,0.99
Guss,Karim,Male,95,11/24/1968,51.78,Senior Sales Associate,Manufacturing,Mass Customer,N,No,7,4 Warner Circle,2227,NSW,Australia,11,254,1.02
Meade,McReedy,Female,94,11/23/1968,51.78,Safety Technician IV,Financial Services,Affluent Customer,N,Yes,9,04153 Johnson Point,2193,NSW,Australia,10,556,0.588
Franciska,Stigell,Female,95,11/15/1968,51.8,Food Chemist,Health,Mass Customer,N,Yes,7,6 Anderson Junction,3802,VIC,Australia,7,60,1.281
Cirillo,Frossell,Male,7,10/14/1968,51.89,Graphic Designer,n/a,Mass Customer,N,No,6,602 Meadow Vale Lane,2111,NSW,Australia,12,215,1.05
Karol,Salthouse,Female,53,7/29/1968,52.1,Research Assistant III,Financial Services,Mass Customer,N,Yes,18,10236 Mifflin Avenue,2570,NSW,Australia,8,528,0.8
Nobe,Trowsdale,Male,12,7/12/1968,52.15,Community Outreach Specialist,Financial Services,Mass Customer,N,No,16,36506 Bartillon Point,3816,VIC,Australia,3,556,0.713
Cariotta,,Female,10,8/19/1974,,Assistant Media Planner,Entertainment,Affluent Customer,N,Yes,17,2336 Continental Point,2527,NSW,Australia,7,502,0.8585
Amby,Bodega,Male,63,6/12/1968,52.23,Recruiter,n/a,Affluent Customer,N,Yes,17,669 Declaration Street,3810,VIC,Australia,6,517,0.425
